Date,Open,High,Low,Close,Volume
2001-04-29,6118.24,6186.68,6032.74,6175.24,0
2001-05-06,6176.73,6296.62,6001.51,6138.28,0
2001-05-13,6137.92,6222.24,6025.86,6141.02,0
2001-05-20,6122.45,6226.58,5960.46,6186.87,0
2001-05-27,6193.13,6337.47,6139.24,6223.57,0
2001-06-03,6225.66,6255.19,5994.66,6125.17,0
2001-06-10,6134.1,6278.04,6134.1,6187.21,0
2001-06-17,6189.06,6225.84,5889.41,5915.18,0
2001-06-24,5921.61,5980.14,5812.7,5941.77,0
2001-07-01,5928.5,6058.5,5758.69,6058.38,0
2001-07-08,6053.81,6131.97,5846.63,5862.1,0
2001-07-15,5861.92,5939.85,5731.85,5928.01,0
2001-07-22,5927.45,5928.89,5684.56,5764.06,0
2001-07-29,5751.13,5844.07,5551.14,5754.86,0
2001-08-05,5749.25,5930.45,5712.48,5735.88,0
2001-08-12,5734.24,5802.68,5387.34,5433.49,0
2001-08-19,5441.1,5569.05,5174.3,5222.12,0
2001-08-26,5219.75,5423.54,5124.69,5387.5,0
2001-09-02,5397.64,5455.12,5132.27,5188.17,0
2001-09-09,5195.67,5220.1,4713.12,4730.67,0
2001-09-16,4725.16,4788.38,4115.98,4115.98,0
2001-09-23,4120.56,4301.47,3539.18,3787.23,1219765456
2001-09-30,3792.86,4317.63,3792.86,4308.15,832953744
2001-10-07,4315.06,4592.14,4157.6,4487.69,751620712
2001-10-14,4469.11,4742.18,4330.54,4625.13,480525384
2001-10-21,4619.59,4779.64,4445.64,4513.53,391005884
2001-10-28,4518.36,4874.31,4480.16,4820.26,671500792
2001-11-04,4812.6,4812.6,4457.72,4583.31,644362800
2001-11-11,4588.69,5005.95,4588.69,4910.07,707856592
2001-11-18,4907.61,5114.4,4648.68,5062.64,909020688
2001-11-25,5071.63,5212.03,5016.92,5150.97,663507208
2001-12-02,5159.81,5217.47,4874.23,4989.91,716685888
2001-12-09,4986.58,5341.86,4872.25,5199.03,789210904
2001-12-16,5200.54,5212.95,4901.04,4909.42,680793016
2001-12-23,4913.93,5115.79,4877.57,5019.01,754212936
2001-12-30,5032.87,5175.57,5032.87,5160.1,110997544
2002-01-06,5155.26,5352.16,5107.36,5318.73,404393144
2002-01-13,5327.4,5347.12,5172.04,5209.97,844402248
2002-01-20,5206.23,5206.23,4974.58,5122.23,825793872
2002-01-27,5122.4,5219.85,5006.26,5156.63,666981912
2002-02-03,5156.52,5205.63,4980.7,5097.06,756991048
2002-02-10,5088.83,5093.49,4730.7,4835.95,886097168
2002-02-17,4845.24,4992.6,4834.15,4862.6,683436240
2002-02-24,4865.83,4894.49,4706.01,4745.58,666331048
2002-03-03,4758.83,5116.14,4731.41,5097.41,723725912
2002-03-10,5107.87,5376.23,5107.87,5359.55,1041652288
2002-03-17,5360.04,5403.28,5233.66,5401.11,1054573720
2002-03-24,5399.15,5467.31,5312.03,5366.13,677183856
2002-03-31,5361.2,5424.52,5289.93,5397.29,425458992
2002-04-07,5379.64,5379.64,5211.74,5260.53,457992488
2002-04-14,5261.37,5290.87,5128.02,5189.65,624460272
2002-04-21,5194.94,5378.27,5167.19,5284.55,624775040
2002-04-28,5285.42,5285.42,4984.62,5000.38,769715072
2002-05-05,4994.2,5066.97,4872.19,4882.77,660895288
2002-05-12,4884.03,5028.59,4773.49,4871.7,640823424
2002-05-19,4861.15,5126.33,4832.86,5036.41,756512384
2002-05-26,5046.17,5059.42,4859.54,4899.13,666143624
2002-06-02,4896.84,5016.11,4741.95,4818.3,630949752
2002-06-09,4818.07,4850.38,4513,4610.18,653583200
2002-06-16,4617.19,4686.13,4252.86,4303.85,781070376
2002-06-23,4317.84,4503.8,4153.31,4232.4,1264673728
2002-06-30,4233.87,4388.27,3946.7,4382.56,1057453568
2002-07-07,4377.1,4483.03,4101.58,4483.03,878254592
2002-07-14,4475.89,4480.49,4039.23,4130.8,1035685952
2002-07-21,4124.53,4152.45,3825.54,3891.88,1134086352
2002-07-28,3888.11,3888.11,3265.96,3579,1244553312
2002-08-04,3584.51,3945.38,3496.49,3532.49,966424672
2002-08-11,3533.3,3760.86,3235.38,3760.86,960954928
2002-08-18,3750.26,3750.26,3542.06,3684.69,692805920
2002-08-25,3681.67,3930.96,3628.46,3828.26,765499712
2002-09-01,3830.08,3900.11,3580.91,3712.94,633861800
2002-09-08,3698.69,3698.69,3301.81,3485.68,813062168
2002-09-15,3480.57,3615.59,3275.28,3361.28,664794296
2002-09-22,3359.33,3445.59,2956.56,3065.73,1133675696
2002-09-29,3063.44,3106.09,2774.36,2918.9,1010552672
2002-10-06,2906.6,2974.34,2677.61,2714.62,931895904
2002-10-13,2710.33,2930.74,2519.3,2930.74,1086930672
2002-10-20,2928.63,3226.25,2793.93,3163.67,1081634656
2002-10-27,3151.94,3299.01,2983.64,3102.01,927827936
2002-11-03,3105.29,3235.66,2999.6,3165.16,863544712
2002-11-10,3167.49,3443.49,3072.81,3079.1,977255920
2002-11-17,3076.25,3232.07,2987.85,3191.76,888042832
2002-11-24,3195.97,3337.34,3117.02,3320.88,812056304
2002-12-01,3322.78,3403.4,3148.94,3320.32,800958632
2002-12-08,3332.73,3476.83,3108.76,3207.53,1058218112
2002-12-15,3206.36,3223.42,3034.12,3077.06,689973424
2002-12-22,3074.51,3222.4,2925.87,3024.22,1006893744
2002-12-29,3022.31,3048.29,2840,2840,148133668
2003-01-05,2838.87,3124.86,2836.01,3092.94,352209528
2003-01-12,3101.17,3157.25,2932.93,3037.33,938867424
2003-01-19,3039.91,3145.66,2918.26,2918.82,959008944
2003-01-26,2927.58,2966.78,2714.89,2717.82,1005697520
2003-02-02,2716.42,2753.26,2563.92,2747.83,1198026896
2003-02-09,2750.4,2802.93,2561.73,2569.34,952470736
2003-02-16,2573.26,2711.59,2528.9,2674.46,892593648
2003-02-23,2683.48,2750.08,2565.14,2648.87,1178023952
2003-03-02,2648.49,2648.55,2433.15,2547.05,1102840816
2003-03-09,2553.74,2600.76,2393.59,2431.66,880531712
2003-03-16,2437.32,2482.14,2188.75,2403.19,1284858064
2003-03-23,2398.11,2731.57,2327.87,2715.06,1741393376
2003-03-30,2712.62,2712.62,2481.71,2520.84,981572944
2003-04-06,2511.99,2656.25,2395.72,2654.07,989250016
2003-04-13,2654.76,2824.99,2654.44,2733.95,1112831744
2003-04-20,2741.66,2915.69,2700.33,2899.78,819687856
2003-04-27,2898.36,3000.76,2828.84,2838.23,819305184
2003-05-04,2834.46,3004.79,2821.35,2986,868223376
2003-05-11,2991.74,3068.08,2861.7,2956.59,1053803408
2003-05-18,2961.14,3029.49,2871.61,2989.08,989432688
2003-05-25,2976.38,2976.38,2773.77,2822.83,987438352
2003-06-01,2821.54,2997.62,2769.45,2982.68,815929720
2003-06-08,2990.93,3146.91,2990.93,3127.46,1116411760
2003-06-15,3124.59,3253.7,3075.19,3168.71,1032295240
2003-06-22,3156.8,3324.44,3122.4,3238.98,1253281744
2003-06-29,3236.96,3263.12,3157.7,3224.66,943575680
2003-07-06,3228.81,3271.31,3119.35,3239.61,870046400
2003-07-13,3244.94,3363.43,3244.94,3326.51,1244274896
2003-07-20,3335.12,3430.76,3312.9,3366.71,1003786032
2003-07-27,3370.07,3390.61,3254.19,3356.89,895967248
2003-08-03,3360.67,3487.86,3360.67,3438.89,928250880
2003-08-10,3433.72,3464.6,3299.77,3332.24,861161408
2003-08-17,3333.07,3470.53,3309.85,3443.93,827766704
2003-08-24,3447.58,3588.53,3447.58,3549.05,874086304
2003-08-31,3547.65,3547.65,3438.86,3484.58,766816840
2003-09-07,3493.34,3676.88,3493.34,3607.71,948668176
2003-09-14,3612.85,3670.3,3473.79,3508.06,910572688
2003-09-21,3512.28,3629.59,3506.38,3578.7,1130891584
2003-09-28,3578.16,3578.16,3275.54,3324.85,1136828336
2003-10-05,3324,3439.89,3202.87,3419,1024679392
2003-10-12,3414.06,3512.21,3334.54,3471.25,929760032
2003-10-19,3480.13,3606,3480.13,3516.67,946788832
2003-10-26,3520.54,3593.5,3423.34,3452.64,876498512
2003-11-02,3459.07,3675.78,3459.07,3655.99,899802552
2003-11-09,3657.61,3814.21,3651.77,3782.56,1040661296
2003-11-16,3778.27,3813.2,3696.95,3797.4,1027636864
2003-11-23,3792.89,3792.89,3576.52,3642.25,1000763456
2003-11-30,3642.7,3786.37,3642.7,3745.95,762628424
2003-12-07,3752.72,3894.82,3752.72,3841.73,1039191616
2003-12-14,3834.89,3904.43,3778.73,3860.13,949060752
2003-12-21,3866.92,3930.26,3823.71,3898.42,1037368880
2003-12-28,3891.67,3913.26,3870.56,3903.34,217967232
2004-01-04,3907.57,4022.96,3907.57,4018.5,267126040
2004-01-11,4019.94,4073.33,3982.83,4016.18,1184633056
2004-01-18,4010.05,4122.93,3980.19,4111.64,1175786592
2004-01-25,4111.89,4171.49,4099.47,4151.83,1067630896
2004-02-01,4152.09,4175.48,4048.52,4058.6,1067059040
2004-02-08,4062.79,4087.21,4007.87,4044.99,972980688
2004-02-15,4051.36,4150.56,4047.92,4057.05,841758736
2004-02-22,4054.96,4147.34,4040.49,4073.35,889214264
2004-02-29,4074.11,4106.08,3960.41,4018.16,1011344448
2004-03-07,4026.19,4151.84,4026.19,4126.14,947880704
2004-03-14,4131.34,4163.19,3824.54,3915.38,1200759480
2004-03-21,3908.61,3909.87,3775.11,3819.15,1466115136
2004-03-28,3802.53,3849.99,3692.4,3822.33,1237254064
2004-04-04,3828.04,4008.08,3823.67,4007.6,992498704
2004-04-11,4015.23,4065.71,4000.44,4013.53,746275712
2004-04-18,4016.09,4094.23,3970.02,4033.98,743617824
2004-04-25,4033,4129.14,3995.59,4103.62,1025492792
2004-05-02,4105.97,4156.89,3968.86,3985.21,1116768304
2004-05-09,3972.88,4029.32,3852.9,3895.64,970935144
2004-05-16,3894.98,3894.98,3769.59,3803.1,1050802528
2004-05-23,3801.47,3883.15,3710.02,3831.84,888800848
2004-05-30,3842.41,3940.71,3809.98,3902.72,796057088
2004-06-06,3904.39,3973.57,3856.04,3961.93,666022836
2004-06-13,3973.45,4040.77,3973.45,4014.56,693500120
2004-06-20,4008.61,4018.6,3933.12,3999.79,937139424
2004-06-27,4008.5,4029.11,3916.42,4013.35,816503608
2004-07-04,4016.82,4101.52,3990.5,3998.77,839766752
2004-07-11,3998.19,4011.54,3882.75,3924.49,761999576
2004-07-18,3911.54,3928.07,3837.63,3845.93,808269776
2004-07-25,3845.03,3899.42,3785.29,3797.33,856816640
2004-08-01,3795.66,3911.3,3749.04,3895.61,895370544
2004-08-08,3891.18,3891.78,3719.46,3727.74,868739200
2004-08-15,3726.51,3736.55,3618.69,3646.99,996641056
2004-08-22,3643.08,3758.51,3618.58,3712.61,814013192
2004-08-29,3722.23,3856.03,3722.23,3851.18,726620624
2004-09-05,3848.8,3882.78,3778.19,3866.99,768942016
2004-09-12,3867.45,3905.11,3836.04,3886.03,715033760
2004-09-19,3890.29,4000.13,3890.29,3988.07,1002018160
2004-09-26,3986.33,3999.47,3887.84,3910.3,895662000
2004-10-03,3905.74,3996.11,3848.28,3994.96,893357480
2004-10-10,4005.64,4078.5,4001.52,4015.54,993549152
2004-10-17,4011.83,4026.99,3897.48,3922.11,1034908352
2004-10-24,3926.51,3983.45,3889.72,3935.14,864249792
2004-10-31,3880.48,3994.19,3838.98,3960.25,1004314160
2004-11-07,3961.18,4111.78,3959.25,4063.58,952631272
2004-11-14,4063.83,4162.37,4051.61,4143.35,1083940592
2004-11-21,4162.93,4202.45,4106.87,4134.89,977255968
2004-11-28,4115.91,4161.55,4088.59,4154.27,709546176
2004-12-05,4160.89,4233.52,4107.62,4208.87,1063267376
2004-12-12,4199.25,4231.46,4131.24,4174.55,779042520
2004-12-19,4189.34,4250.05,4173.59,4182.27,1081705712
2004-12-26,4178.17,4253.68,4176.38,4251.62,533510400
2005-01-02,4254.41,4272.18,4235.36,4256.08,244103960
2005-01-09,4260.92,4325.77,4242.07,4316.4,900159968
2005-01-16,4311.86,4324.38,4191.14,4232.36,1108423584
2005-01-23,4235.94,4269.73,4198.34,4213.7,1005823712
2005-01-30,4195.37,4245.08,4160.83,4201.81,1192365840
2005-02-06,4211.86,4340.27,4211.86,4339.28,985916192
2005-02-13,4342.75,4391.79,4338.96,4387.8,966379904
2005-02-20,4395.37,4409.09,4348.66,4359.47,947306512
2005-02-27,4363.21,4373.15,4276.01,4348.64,1102063680
2005-03-06,4360.34,4424.28,4335.04,4423.52,1087378688
2005-03-13,4424.77,4435.31,4330.21,4360.49,1091233920
2005-03-20,4353.73,4392.17,4295.7,4327.18,1078680544
2005-03-27,4322.47,4347.72,4275.55,4343.6,749672384
2005-04-03,4331.96,4393.2,4308.92,4373.53,651030688
2005-04-10,4355.84,4413.24,4323.24,4400.68,828484176
2005-04-17,4388.81,4422.88,4309.25,4312.25,986313552
2005-04-24,4266.27,4266.27,4159.95,4223.04,1245278656
2005-05-01,4214.97,4249.86,4157.51,4184.84,1110731872
2005-05-08,4208.63,4314.98,4205.05,4311.06,788547936
2005-05-15,4305.69,4306.32,4232.4,4275.7,1037435808
2005-05-22,4266.82,4379.57,4232.67,4360.68,975234592
2005-05-29,4383.02,4453.01,4374.49,4444.71,961462624
2005-06-05,4445.21,4551.89,4440.36,4510.39,958516528
2005-06-12,4514.59,4601.05,4490.12,4586.1,1033954304
2005-06-19,4597.33,4623.58,4537.91,4604.57,1264987584
2005-06-26,4601.99,4637.34,4560.49,4566.48,1046146736
2005-07-03,4547.27,4623.8,4517.44,4617.07,1021071136
2005-07-10,4620.86,4636.96,4444.94,4597.97,896010944
2005-07-17,4616.36,4723.65,4616.36,4712.9,1075442224
2005-07-24,4717.59,4865.72,4705.29,4836.9,1118181152
2005-07-31,4843.69,4913.02,4819.42,4886.5,1228251664
2005-08-07,4882.39,4934.94,4827.18,4827.18,1037476976
2005-08-14,4837.05,4990.57,4827.3,4937.33,1113827760
2005-08-21,4935.22,4953.46,4834.16,4929.91,913663472
2005-08-28,4933.74,4954.41,4783.8,4783.8,815032280
2005-09-04,4756.68,4874.89,4726.33,4837.81,893437040
2005-09-11,4853.6,5020.47,4850.53,5005.93,863210848
2005-09-18,5028.49,5035.39,4888.03,4986.5,1198715200
2005-09-25,4928.14,4967.31,4827.86,4882.58,1210605424
2005-10-02,4938.18,5061.84,4938.18,5044.12,1064381056
2005-10-09,5060.99,5138.02,4980.62,5007.77,1104581776
2005-10-16,5027.28,5065.17,4929.11,4975.56,1070974448
2005-10-23,4987.66,4999,4825.96,4838.4,1136931056
2005-10-30,4838.25,4930.89,4762.75,4825.64,1019981328
2005-11-06,4854.59,5013.95,4854.59,4995.24,1244030640
2005-11-13,4994.54,5092.8,4983.75,5090.75,1050126480
2005-11-20,5083.27,5162.51,5063.86,5123.5,1173515088
2005-11-27,5140.35,5204.14,5127.07,5194.27,827106256
2005-12-04,5218.28,5307.99,5155.34,5307.99,998156320
2005-12-11,5303.92,5309.93,5222.24,5282.12,936344720
2005-12-18,5316.46,5356.66,5274.97,5353.66,1115933104
2005-12-25,5342.93,5425.62,5322.83,5419.04,757092976
2006-01-01,5422.06,5469.96,5385.06,5408.25,297915832
2006-01-08,5410.24,5537.58,5409.27,5536.31,883232352
2006-01-15,5543.33,5553.54,5463.77,5483.08,1185498032
2006-01-22,5464.98,5515.25,5344.52,5349.02,1089707976
2006-01-29,5311.89,5650.95,5290.49,5647.41,1503420144
2006-02-05,5636.24,5760.62,5614.29,5657.12,1012335208
2006-02-12,5667.18,5745.49,5598.04,5701.47,1154335552
2006-02-19,5699.43,5812.68,5683.87,5795.48,1109531456
2006-02-26,5795.68,5884.22,5766.99,5870.79,956612064
2006-03-05,5888.81,5916.79,5691.21,5721.46,1125556656
2006-03-12,5742.06,5804.95,5664.18,5804.91,1197311280
2006-03-19,5820.74,5947.43,5807.6,5882.37,1173587712
2006-03-26,5895.77,5977.06,5847.89,5973.14,1239249056
2006-04-02,5972.14,5993.89,5863.06,5970.08,1001840080
2006-04-09,5989.08,6047.98,5947.56,5952.91,1023323088
2006-04-16,5951.08,6004.71,5860.5,5918.56,834338016
2006-04-23,5915.1,6108.68,5866.85,6094.75,911302704
2006-04-30,6058.75,6121.95,6003.91,6009.89,1507180880
2006-05-07,6014.37,6113.29,5962.85,6113.29,1143762464
2006-05-14,6126.96,6162.37,5915.74,5916.27,1509161392
2006-05-21,5893,5902.43,5587.91,5672.27,1166571808
2006-05-28,5653.85,5788.47,5513.43,5788.35,1259354008
2006-06-04,5782.49,5784.29,5533.12,5687.04,1350694304
2006-06-11,5685.56,5691.68,5383.27,5464.08,1463071184
2006-06-18,5458.37,5507.6,5243.71,5376,1478127056
2006-06-25,5388.83,5580.81,5382.58,5529.74,1136219664
2006-07-02,5542.74,5698.21,5420.08,5683.31,951459888
2006-07-09,5688,5729.58,5608.95,5681.85,772014168
2006-07-16,5678.1,5711.04,5422.22,5422.22,971788752
2006-07-23,5437.08,5587.27,5365.06,5451,1042739128
2006-07-30,5460.12,5708.33,5460.12,5705.41,1125714912
2006-08-06,5704.56,5741.79,5583.96,5723.02,1053386160
2006-08-13,5685.46,5709.1,5557.58,5628.37,1419809328
2006-08-20,5661.06,5849.37,5659.71,5817.02,1074981936
2006-08-27,5804.66,5847.1,5744.1,5811.47,961239232
2006-09-03,5808.37,5907.16,5767.83,5876.54,893868256
2006-09-10,5890,5917.24,5753.66,5795.25,821456248
2006-09-17,5774.31,5953.72,5737.2,5937.87,1471838000
2006-09-24,5932.5,5979.87,5857.89,5883.31,1243485680
2006-10-01,5898.89,6031.54,5864.99,6004.33,1170039272
2006-10-08,6019.33,6097.87,5944.56,6085.81,937421584
2006-10-15,6064.87,6188.68,6054.66,6173.68,1048837888
2006-10-22,6178.35,6218.56,6106.18,6202.81,1019325936
2006-10-29,6216.46,6304.77,6185.5,6262.54,1270819312
2006-11-05,6230.85,6311.93,6201,6241.14,994565584
2006-11-12,6249.91,6366.64,6249.91,6357.77,1213003280
2006-11-19,6350.64,6452.12,6344.1,6412.35,1314657632
2006-11-26,6394.08,6497.06,6367.2,6411.96,922024192
2006-12-03,6400.49,6419.97,6195.81,6241.12,1317888704
2006-12-10,6258.91,6440.56,6230.29,6427.41,1082262192
2006-12-17,6449.75,6605.14,6447.93,6588.83,1317799216
2006-12-24,6588.25,6615.68,6493.99,6503.12,822416848
2006-12-31,6525.99,6629.33,6525.75,6596.91,267748280
2007-01-07,6614.73,6704.04,6588.02,6593.08,915667776
2007-01-14,6603.54,6705.16,6531.25,6705.16,1278731392
2007-01-21,6719.52,6754.54,6651.68,6747.16,1245817952
2007-01-28,6753.73,6771.41,6627.96,6690.33,1513222400
2007-02-04,6702.45,6904.87,6684.39,6885.75,1620508864
2007-02-11,6878.66,6928.98,6849.85,6911.1,1144291320
2007-02-18,6892.02,6979.02,6844.39,6957.06,1133691792
2007-02-25,6967.52,7005.33,6922.35,6992.58,1282000576
2007-03-04,6992.12,7040.2,6544.27,6603.31,2035534992
2007-03-11,6510.95,6745.06,6445.29,6716.52,1541554016
2007-03-18,6727.56,6752.18,6444.7,6579.87,1830034976
2007-03-25,6622.75,6902.62,6614.14,6899.06,1541621536
2007-04-01,6899.33,6965.83,6788.33,6917.02,1106511216
2007-04-08,6911.12,7103.73,6891.79,7099.91,973039352
2007-04-15,7102.47,7213.2,7087.29,7212.06,957447280
2007-04-22,7229.06,7365.77,7155.04,7342.54,1302532416
2007-04-29,7348,7412.52,7218.72,7378.12,1379498624
2007-05-06,7369.24,7525.37,7361.35,7516.75,1092781824
2007-05-13,7523.95,7538.58,7304.6,7479.33,1388794864
2007-05-20,7505,7613.62,7418.25,7607.54,1478885696
2007-05-27,7614.04,7774.35,7599.49,7739.2,1514325456
2007-06-03,7758.85,8001.62,7675.89,7987.85,1235790592
2007-06-10,7973.68,8010.39,7499.43,7590.5,1537766000
2007-06-17,7623.33,8032.97,7595.68,8030.64,2101689776
2007-06-24,8044.73,8131.73,7905.18,7949.62,1496974848
2007-07-01,7896.91,8007.74,7750.62,8007.31,1329633344
2007-07-08,7969.27,8115.06,7916.47,8048.31,1019418992
2007-07-15,8077.18,8151.56,7799.93,8092.77,1314436640
2007-07-22,8101.52,8130.72,7864.18,7874.85,1301643744
2007-07-29,7880.29,7944.21,7372.89,7451.68,1364202640
2007-08-05,7460.71,7632.83,7386.6,7435.66,1537460240
2007-08-12,7390.87,7614.24,7293.52,7343.25,1168859232
2007-08-19,7380.18,7497.64,7190.35,7378.29,1338505168
2007-08-26,7400.45,7591.52,7345.12,7507.27,1170320992
2007-09-02,7525.58,7659.72,7353.81,7638.16,813786992
2007-09-09,7643.64,7725.33,7420.83,7436.62,1195702336
2007-09-16,7437.68,7545.23,7369.7,7497.74,1182764464
2007-09-23,7497.08,7809.24,7433.23,7794.43,1773618592
2007-09-30,7777.2,7882.18,7717.43,7861.5,1236345728
2007-10-07,7851.29,8014.16,7831.39,8002.18,1111810464
2007-10-14,8008.75,8063.83,7955.04,8041.25,1300629040
2007-10-21,8039.79,8039.79,7870.73,7884.12,1292435184
2007-10-28,7819.27,7970.56,7763.64,7949.16,1495429520
2007-11-04,7989.39,8038.41,7792.37,7849.49,1187371696
2007-11-11,7790.89,7918.91,7701.87,7812.39,1469282656
2007-11-18,7780.49,7866,7564.66,7612.25,1550510800
2007-11-25,7608.2,7634.46,7474.5,7608.96,1646219872
2007-12-02,7642.1,7894.47,7444.62,7870.52,1448834496
2007-12-09,7859.39,8009.75,7785.12,7994.06,1358125856
2007-12-16,7972.7,8117.79,7873.27,7948.35,1263112528
2007-12-23,7884.16,8015.41,7777.39,8002.66,1372064384
2007-12-30,8038.73,8073.99,7991.81,8067.31,231495456
2008-01-06,8045.97,8100.64,7780.27,7808.68,812479696
2008-01-13,7810.81,7923.43,7675.45,7717.95,1807509120
2008-01-20,7692.54,7759.16,7287.33,7314.16,1336937664
2008-01-27,7292.68,7292.68,6384.39,6816.74,1739742832
2008-02-03,6749.29,7037.16,6680.3,6968.67,932153600
2008-02-10,7018.64,7059.19,6655.65,6767.28,932567392
2008-02-17,6723.97,7062.08,6690.77,6832.43,847023600
2008-02-24,6865.57,7079.74,6762.77,6806.29,748184968
2008-03-02,6850.92,7017.7,6698.55,6748.13,790423360
2008-03-09,6692.98,6720.16,6450.88,6513.99,846461552
2008-03-16,6487.11,6666.58,6391.56,6451.9,886823728
2008-03-23,6360.92,6469.99,6167.82,6319.99,1139791616
2008-03-30,6443.45,6616.45,6443.36,6559.9,646677832
2008-04-06,6530.11,6802.62,6429.62,6763.39,762739488
2008-04-13,6802.55,6843.25,6570.74,6603.57,644887080
2008-04-20,6561.9,6860.38,6516.51,6843.08,663672232
2008-04-27,6840.68,6945.25,6656.86,6896.58,746447800
2008-05-04,6914.4,7092.82,6851.52,7043.23,525889544
2008-05-11,7036.99,7107.53,6961.63,7003.17,605217056
2008-05-18,7021.29,7205.96,7001.33,7156.55,651210956
2008-05-25,7177.02,7231.86,6934.54,6944.05,659919144
2008-06-01,6923.94,7124.61,6905.86,7096.79,632807712
2008-06-08,7098.7,7102.05,6796.28,6803.81,629890440
2008-06-15,6790.18,6839.32,6637.75,6765.32,727835184
2008-06-22,6773.43,6855.84,6547.4,6578.44,813838240
2008-06-29,6586.83,6628.72,6348.03,6421.91,783536912
2008-07-06,6423.37,6446.54,6200.56,6272.21,869759656
2008-07-13,6312.32,6416.24,6139.74,6153.3,802419128
2008-07-20,6184.65,6396.3,5999.32,6382.65,972456024
2008-07-27,6381.44,6577.1,6322.03,6436.71,853269008
2008-08-03,6428.36,6540.45,6264.74,6396.46,717304136
2008-08-10,6403.3,6620.77,6322.01,6561.65,724864360
2008-08-17,6570.52,6626.7,6369.58,6446.02,665834936
2008-08-24,6436.14,6485.91,6219.1,6342.42,555378992
2008-08-31,6332.94,6457.93,6238.07,6422.3,548986548
2008-09-07,6400.85,6553.9,6095.56,6127.44,760986576
2008-09-14,6262.34,6356.8,6086.3,6234.89,852046176
2008-09-21,6138.42,6220.29,5812.77,6189.53,1749876800
2008-09-28,6188.58,6235.13,6001.01,6063.5,786533536
2008-10-05,6010.1,6015.59,5617.81,5797.03,1116759072
2008-10-12,5606.07,5606.07,4308,4544.31,3794714752
2008-10-19,4642.02,5383.79,4521.91,4781.33,1517260928
2008-10-26,4891.76,4941.19,4014.6,4295.67,1048529488
2008-11-02,4143.45,5066.81,4062.77,4987.97,1615055488
2008-11-09,5053.94,5302.57,4751.24,4938.46,880776112
2008-11-16,5024.43,5135.15,4524.89,4710.24,729238288
2008-11-23,4700.5,4733.79,4034.96,4127.41,878476864
2008-11-30,4167.71,4703.67,4154.55,4669.44,806217568
2008-12-07,4653.12,4732.93,4304.03,4381.47,925514960
2008-12-14,4548.87,4850.39,4521.52,4663.37,812535360
2008-12-21,4718.39,4785.32,4627.46,4696.7,856703056
2008-12-28,4693.66,4718.6,4575.52,4629.38,245190960
2009-01-04,4660.17,4974.73,4655.91,4973.07,284828608
2009-01-11,5010.18,5111.02,4743.97,4783.89,727601944
2009-01-18,4765.38,4791.96,4295.76,4366.28,829123208
2009-01-25,4409.88,4452.57,4067.43,4178.94,776539840
2009-02-01,4165.71,4533.7,4145.12,4338.35,739233152
2009-02-08,4309.17,4657.06,4198.15,4644.63,673008696
2009-02-15,4627.83,4688.59,4371.47,4413.39,640480600
2009-02-22,4386.46,4421.78,4014.66,4014.66,673559432
2009-03-01,4057.25,4111.52,3764.69,3843.74,828218400
2009-03-08,3817.51,3891.71,3638,3666.41,789012528
2009-03-15,3677.07,4053.84,3588.89,3953.6,856036224
2009-03-22,3990.83,4137.8,3947.28,4068.74,898629352
2009-03-29,4109.28,4272.12,4102.34,4203.55,684822850
2009-04-05,4175.41,4456.3,3987.39,4384.99,715465948
2009-04-12,4421.71,4510.74,4228.89,4491.12,477290138
2009-04-19,4489.02,4680.63,4461.48,4676.84,507109902
2009-04-26,4655.84,4674.32,4391.1,4674.32,856760017
2009-05-03,4625.41,4837.05,4547.9,4769.45,608891700
2009-05-10,4790.03,4980.12,4781.97,4913.9,773849721
2009-05-17,4907.29,4926.49,4653.25,4737.5,684910092
2009-05-24,4702.81,5060.76,4655.53,4918.75,559062965
2009-05-31,4936.04,5035.51,4802.8,4940.82,460969175
2009-06-07,4992.1,5177.59,4991.21,5077.03,444805944
2009-06-14,5060.72,5133.4,4969.96,5069.24,411066417
2009-06-21,5051.35,5051.35,4761.2,4839.46,672411469
2009-06-28,4837.28,4866.8,4669.8,4776.47,496937695
2009-07-05,4768.11,4930.35,4685.27,4708.21,457082310
2009-07-12,4669.66,4703.3,4558,4576.31,419529735
2009-07-19,4564.94,5017.6,4524.01,4978.4,474838599
2009-07-26,5014.5,5301.91,5007.95,5229.36,435125335
2009-08-02,5277.72,5396.95,5159.25,5332.14,505175783
2009-08-09,5330.87,5480.93,5309.35,5458.96,499573436
2009-08-16,5451.79,5455.27,5252.15,5309.11,418660589
2009-08-23,5296.33,5478.18,5158.6,5462.74,409829991
2009-08-30,5482.6,5575.53,5432.06,5517.35,413771949
2009-09-06,5474.62,5507.48,5263.11,5384.43,477971458
2009-09-13,5400.76,5653.15,5400.76,5624.02,555024296
2009-09-20,5599.58,5760.83,5532.3,5703.83,616779286
2009-09-27,5698.53,5754.04,5559.47,5581.41,495387838
2009-10-04,5595.36,5755.66,5442.32,5467.9,647020747
2009-10-11,5477.81,5748.33,5440.23,5711.88,521096055
2009-10-18,5727.31,5885.78,5695.16,5743.39,633362025
2009-10-25,5761.3,5888.21,5712.82,5740.25,582770734
2009-11-01,5764.03,5799.42,5394.8,5414.96,822221343
2009-11-08,5410.61,5526.56,5312.64,5488.25,664808451
2009-11-15,5514.34,5726.38,5514.34,5686.83,463254793
2009-11-22,5717.46,5843.27,5638.33,5663.15,567662086
